Drug_ID,Target_ID,pair_id,Core5_Votes,Optional_Votes,Total_Votes_Optional7,Supporting_Models,graphdta_score,dtiam_score,drugban_score,deeppurpose_score,deepdtagan_score,moltrans_score,conplex_score,Drug_Name,Drug_Type,target_name,gene_name,uniprot_accession,organism,Predicted_Disease_TXGNN,Disease_Probability_TXGNN,Disease_Type_TXGNN
DB02010,BE0009479,DB02010|BE0009479,4,2,6,DTIAM;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.127,0.0622044801712036,0.99818027,8.5379,13.64232,0.9774005,0.84366524,Staurosporine,small molecule,Serine/threonine-protein kinase MARK1,MARK1,Q9P0L2,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0009463,DB02010|BE0009463,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.7134,0.0040194243192672,0.99989617,7.9909,14.25915,0.9015283,0.960636,Staurosporine,small molecule,Mitogen-activated protein kinase kinase kinase 11,MAP3K11,Q16584,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0009443,DB02010|BE0009443,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.7646,0.0034074771683663,0.99946517,7.8635,13.64857,0.8994099,0.9270234,Staurosporine,small molecule,Tyrosine-protein kinase Fer,FER,P16591,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0009399,DB02010|BE0009399,4,2,6,DTIAM;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.3412,0.4470316767692566,0.99576306,8.3191,13.53888,0.9785025,0.93845946,Staurosporine,small molecule,TRAF2 and NCK-interacting protein kinase,TNIK,Q9UKE5,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0004907,DB02010|BE0004907,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.568,0.0247674062848091,0.99089164,8.3954,14.1839,0.9900607,0.95722014,Staurosporine,small molecule,5'-AMP-activated protein kinase,PRKAA1,Q13131,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0004582,DB02010|BE0004582,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.627,0.0022856555879116,0.9905004,7.5548,13.61559,0.992454,0.65000385,Staurosporine,small molecule,Uridine-cytidine kinase-like 1,UCKL1,Q9NWZ5,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0004572,DB02010|BE0004572,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.4938,0.0337216854095459,0.9998166,7.5251,13.60792,0.9719986,0.7505187,Staurosporine,small molecule,Transitional endoplasmic reticulum ATPase,VCP,P55072,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0004272,DB02010|BE0004272,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.611,0.0048566246405243,0.9999577,7.8172,13.59613,0.99081236,0.83913094,Staurosporine,small molecule,Long-chain-fatty-acid--CoA ligase ACSBG1,ACSBG1,Q96GR2,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0004041,DB02010|BE0004041,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.6145,0.0062386407516896,0.99956805,8.9983,13.71612,0.9942002,0.8917913,Staurosporine,small molecule,STE20-like serine/threonine-protein kinase,SLK,Q9H2G2,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0003792,DB02010|BE0003792,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.4942,0.0294941272586584,0.97826654,8.4261,13.57519,0.92654383,0.932829,Staurosporine,small molecule,Calcium/calmodulin-dependent protein kinase type II subunit beta,CAMK2B,Q13554,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0003537,DB02010|BE0003537,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.6754,0.0051851896569132,0.99887985,7.599,13.55707,0.7498693,0.55910563,Staurosporine,small molecule,"Cholesterol side-chain cleavage enzyme, mitochondrial",CYP11A1,P05108,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0003493,DB02010|BE0003493,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.8194,0.0040088426321744,0.98467755,8.3254,14.20744,0.9831254,0.9525774,Staurosporine,small molecule,Tyrosine-protein kinase JAK3,JAK3,P52333,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0003477,DB02010|BE0003477,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,12.8237,0.2244418412446975,0.99991167,6.759,13.58914,0.9756386,0.7103331,Staurosporine,small molecule,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,P16615,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0002353,DB02010|BE0002353,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.6328,0.0280452612787485,0.9993806,7.4637,13.64972,0.979107,0.95753646,Staurosporine,small molecule,"3',5'-cyclic-AMP phosphodiesterase 4C",PDE4C,Q08493,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0002296,DB02010|BE0002296,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,12.4793,0.5075365304946899,0.97909284,7.325,13.61307,0.9697081,0.9355712,Staurosporine,small molecule,Diacylglycerol kinase gamma,DGKG,P49619,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0001824,DB02010|BE0001824,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.7541,0.0038520134985446,0.9998832,7.7864,13.94496,0.93975,0.868979,Staurosporine,small molecule,Dual specificity protein kinase CLK1,CLK1,P49759,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0001385,DB02010|BE0001385,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.4879,0.003901143791154,0.99938107,7.688,13.57872,0.7724796,0.92672163,Staurosporine,small molecule,Protein kinase C theta type,PRKCQ,Q04759,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0001186,DB02010|BE0001186,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.6442,0.0034139943309128,0.99994755,7.8968,13.6104,0.99399275,0.70510197,Staurosporine,small molecule,Transient receptor potential cation channel subfamily M member 8,TRPM8,Q7Z2W7,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0001120,DB02010|BE0001120,4,2,6,DTIAM;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,11.8568,0.9220333099365234,0.99489576,8.429,13.67661,0.9574066,0.51850563,Staurosporine,small molecule,Heat shock protein HSP 90-alpha,HSP90AA1,P07900,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0001011,DB02010|BE0001011,4,2,6,DTIAM;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.4134,0.7723826169967651,0.9956969,7.5565,13.58886,0.8965268,0.6467211,Staurosporine,small molecule,Calnexin,CANX,P27824,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0000871,DB02010|BE0000871,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.9625,0.0037039585877209,0.9953105,8.195,13.58406,0.99353176,0.8384468,Staurosporine,small molecule,Protein-tyrosine kinase 2-beta,PTK2B,Q14289,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0000827,DB02010|BE0000827,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.6736,0.0086239855736494,0.9998216,7.5997,13.57558,0.92291856,0.60235643,Staurosporine,small molecule,"Glutamate receptor ionotropic, kainate 4",GRIK4,Q16099,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0000765,DB02010|BE0000765,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.5062,0.0031496863812208,0.9995703,7.5299,13.6174,0.99218506,0.8131387,Staurosporine,small molecule,Chloride channel protein 2,CLCN2,P51788,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0000675,DB02010|BE0000675,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.641,0.0048110843636095,0.99328125,7.6053,13.60951,0.9756826,0.807239,Staurosporine,small molecule,Anti-Muellerian hormone type-2 receptor,AMHR2,Q16671,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0000641,DB02010|BE0000641,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.819,0.0060395020991563,0.9999057,7.7136,13.67338,0.9129606,0.62529844,Staurosporine,small molecule,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,Q8TCU5,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0000556,DB02010|BE0000556,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.7978,0.001880801981315,0.99997544,7.3824,13.66407,0.8920105,0.807239,Staurosporine,small molecule,Atrial natriuretic peptide receptor 1,NPR1,P16066,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0000528,DB02010|BE0000528,4,2,6,DTIAM;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.1693,0.8524268269538879,0.98179334,7.6589,13.54676,0.9829443,0.90199137,Staurosporine,small molecule,Aspartyl/asparaginyl beta-hydroxylase,ASPH,Q12797,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0000443,DB02010|BE0000443,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.6102,0.007259780075401,0.9787153,7.7068,13.54339,0.9363311,0.60950357,Staurosporine,small molecule,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",CYP27B1,O15528,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0000188,DB02010|BE0000188,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.516,0.0034907336812466,0.99993145,7.4909,13.76236,0.9662022,0.5974801,Staurosporine,small molecule,Bifunctional glutamate/proline--tRNA ligase,EPRS1,P07814,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB02010,BE0000121,DB02010|BE0000121,4,2,6,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.5064,0.0030188199598342,0.9952355,7.4225,13.56203,0.9932863,0.54291517,Staurosporine,small molecule,Tryptophan 5-hydroxylase 1,TPH1,P17752,Humans,acute lymphoblastic leukemia (disease),0.9946,Standard
DB01933,BE0009972,DB01933|BE0009972,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,13.1087,0.6624051332473755,0.99764675,5.6646,12.95701,0.8680793,0.7082966,7-Hydroxystaurosporine,small molecule,Plasma membrane calcium-transporting ATPase,ATP2B1,P20020,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0005827,DB01933|BE0005827,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,12.6851,0.4743064343929291,0.98438454,6.0575,12.85352,0.6184277,0.7414548,7-Hydroxystaurosporine,small molecule,Protein O-GlcNAcase,OGA,O60502,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0004907,DB01933|BE0004907,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,12.9733,0.2261867374181747,0.9956423,6.3733,13.47146,0.6373845,0.61227995,7-Hydroxystaurosporine,small molecule,5'-AMP-activated protein kinase,PRKAA1,Q13131,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0004572,DB01933|BE0004572,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,12.7023,0.1403554081916809,0.9998902,5.8154,12.67899,0.5680096,0.53023654,7-Hydroxystaurosporine,small molecule,Transitional endoplasmic reticulum ATPase,VCP,P55072,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003888,DB01933|BE0003888,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,13.3197,0.4557065963745117,0.9897569,5.989,12.74964,0.47344157,0.61047626,7-Hydroxystaurosporine,small molecule,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,ATP2A1,O14983,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0003419,DB01933|BE0003419,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,13.0546,0.4049282670021057,0.99985206,6.0044,12.67962,0.88072556,0.54139054,7-Hydroxystaurosporine,small molecule,Puromycin-sensitive aminopeptidase,NPEPPS,P55786,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002296,DB01933|BE0002296,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,12.7281,0.8554698824882507,0.9793276,5.9733,12.72333,0.7344725,0.5718409,7-Hydroxystaurosporine,small molecule,Diacylglycerol kinase gamma,DGKG,P49619,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0002195,DB01933|BE0002195,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,12.7981,0.0996150225400924,0.9999552,5.9981,12.83381,0.6812707,0.5358349,7-Hydroxystaurosporine,small molecule,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,PLOD3,O60568,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0001165,DB01933|BE0001165,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,12.5277,0.9212214946746826,0.9999404,6.0847,12.85316,0.6894268,0.6289575,7-Hydroxystaurosporine,small molecule,Endoplasmin,HSP90B1,P14625,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000742,DB01933|BE0000742,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,12.9134,0.7197447419166565,0.9999201,6.0255,12.97403,0.82640415,0.7555968,7-Hydroxystaurosporine,small molecule,DNA topoisomerase 2-alpha,TOP2A,P11388,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000409,DB01933|BE0000409,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,12.5038,0.1949757635593414,0.992161,5.7801,12.88322,0.824699,0.6706783,7-Hydroxystaurosporine,small molecule,"5-aminolevulinate synthase, non-specific, mitochondrial",ALAS1,P13196,Humans,diabetic retinopathy,0.9893,Standard
DB01933,BE0000349,DB01933|BE0000349,4,2,6,GraphDTA;DTIAM;DrugBAN;DeepDTAGen;MolTrans;Conplex,12.8722,0.056899644434452,0.99988556,5.9729,13.02601,0.77982694,0.5721086,7-Hydroxystaurosporine,small molecule,Potassium-transporting ATPase alpha chain 1,ATP4A,P20648,Humans,diabetic retinopathy,0.9893,Standard
DB00619,BE0000014,DB00619|BE0000014,4,2,6,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen;MolTrans;Conplex,12.7312,0.983993411064148,0.34433874,7.4307,13.61198,0.99000007,0.60884047,Imatinib,,Tyrosine-protein kinase ABL1,ABL1,P00519,Humans,dermatofibrosarcoma protuberans,0.9999,Standard
DB17029,BE0000147,DB17029|BE0000147,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.9723,0.9504624605178832,0.9683927,7.6265,13.69121,,,Go-6976,small molecule,Receptor-type tyrosine-protein kinase FLT3,FLT3,P36888,Humans,congenital analbuminemia,0.9882,Cold-Start
DB16390,BE0009532,DB16390|BE0009532,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.7328,0.3360071778297424,0.99836534,7.3898,12.86464,,,Mobocertinib,small molecule,Receptor-interacting serine/threonine-protein kinase 2,RIPK2,O43353,Humans,overactive bladder (disease),0.9607,Cold-Start
DB16390,BE0009531,DB16390|BE0009531,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.5735,0.7749428153038025,0.99765956,7.7328,12.78275,,,Mobocertinib,small molecule,Receptor-interacting serine/threonine-protein kinase 1,RIPK1,Q13546,Humans,overactive bladder (disease),0.9607,Cold-Start
DB16390,BE0009440,DB16390|BE0009440,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.625,0.9730671644210817,0.9709556,7.85,12.79067,,,Mobocertinib,small molecule,Ephrin type-A receptor 8,EPHA8,P29322,Humans,overactive bladder (disease),0.9607,Cold-Start
DB16390,BE0009438,DB16390|BE0009438,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.5651,0.9322991967201232,0.99960953,7.7102,12.77656,,,Mobocertinib,small molecule,Ephrin type-A receptor 4,EPHA4,P54764,Humans,overactive bladder (disease),0.9607,Cold-Start
DB16390,BE0004741,DB16390|BE0004741,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.9347,0.8482855558395386,0.999506,7.5827,13.00857,,,Mobocertinib,small molecule,Discoidin domain-containing receptor 2,DDR2,Q16832,Humans,overactive bladder (disease),0.9607,Cold-Start
DB16390,BE0003605,DB16390|BE0003605,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.8707,0.2831340432167053,0.9842451,7.6641,12.81493,,,Mobocertinib,small molecule,BDNF/NT-3 growth factors receptor,NTRK2,Q16620,Humans,overactive bladder (disease),0.9607,Cold-Start
DB16390,BE0003379,DB16390|BE0003379,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.5638,0.8568310737609863,0.9651961,7.9026,12.7852,0.070852056,,Mobocertinib,small molecule,Angiopoietin-1 receptor,TEK,Q02763,Humans,overactive bladder (disease),0.9607,Cold-Start
DB16390,BE0000634,DB16390|BE0000634,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.5902,0.15875905752182,0.9983552,7.4097,12.79296,,,Mobocertinib,small molecule,Serine/threonine-protein kinase B-raf,BRAF,P15056,Humans,overactive bladder (disease),0.9607,Cold-Start
DB15106,BE0004741,DB15106|BE0004741,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.4856,0.9493390321731568,0.98684245,7.6224,12.77577,0.0028419434,,Surufatinib,small molecule,Discoidin domain-containing receptor 2,DDR2,Q16832,Humans,congenital analbuminemia,0.9584,Cold-Start
DB14894,BE0001195,DB14894|BE0001195,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.5835,0.0471933670341968,0.99535465,7.4438,12.86546,,,Galicaftor,small molecule,Cystic fibrosis transmembrane conductance regulator,CFTR,P13569,Humans,familial hyperlipidemia,0.8998,Cold-Start
DB14889,BE0004741,DB14889|BE0004741,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.5228,0.8860857486724854,0.97966343,7.5055,12.75084,,,Derazantinib,small molecule,Discoidin domain-containing receptor 2,DDR2,Q16832,Humans,congenital analbuminemia,0.7271,Cold-Start
DB12691,BE0010516,DB12691|BE0010516,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.5208,0.347438633441925,0.9903972,7.3918,12.68543,,,UK-432097,small molecule,C-X-C chemokine receptor type 2,CXCR2,P25025,Humans,"hypercarotenemia and vitamin A deficiency, autosomal recessive",0.8212,Cold-Start
DB12542,BE0010060,DB12542|BE0010060,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.4664,0.0455578900873661,0.9973928,8.0055,12.98147,,,GSK-356278,small molecule,Serine/threonine-protein kinase ATR,ATR,Q13535,Humans,congenital analbuminemia,0.9796,Cold-Start
DB12500,BE0000147,DB12500|BE0000147,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.4895,0.9686044454574584,0.98520225,7.6769,12.70517,1.7684908e-06,,Fedratinib,small molecule,Receptor-type tyrosine-protein kinase FLT3,FLT3,P36888,Humans,benign PEComa,0.9984,Standard
DB12424,BE0004888,DB12424|BE0004888,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.5408,0.0504494719207286,0.9770712,7.5093,12.60418,,,MK-3207,small molecule,Alpha adrenergic receptor,ADRA1A,P35348,Humans,pulmonary venoocclusive disease,0.9299,Cold-Start
DB12424,BE0004863,DB12424|BE0004863,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.5408,0.0504494719207286,0.9770712,7.5093,12.60418,,,MK-3207,small molecule,Alpha-1 adrenergic receptors,ADRA1A,P35348,Humans,pulmonary venoocclusive disease,0.9299,Cold-Start
DB12424,BE0000501,DB12424|BE0000501,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.5408,0.0504494719207286,0.9770712,7.5093,12.60418,,,MK-3207,small molecule,Alpha-1A adrenergic receptor,ADRA1A,P35348,Humans,pulmonary venoocclusive disease,0.9299,Cold-Start
DB12318,BE0000147,DB12318|BE0000147,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.7466,0.9313510060310364,0.99683374,8.0753,12.78312,,,BMS-599626,small molecule,Receptor-type tyrosine-protein kinase FLT3,FLT3,P36888,Humans,L-ferritin deficiency,0.9948,Cold-Start
DB12001,BE0019375,DB12001|BE0019375,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.4703,0.5432401895523071,0.9998542,7.5931,12.56497,,,Abemaciclib,small molecule,Poly [ADP-ribose] polymerase tankyrase-2,TNKS2,Q9H2K2,Humans,rheumatoid arthritis,0.9731,Standard
DB11828,BE0000511,DB11828|BE0000511,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.834,0.9828850626945496,0.99921036,8.6525,12.57016,0.0024789034,,Neratinib,small molecule,Receptor tyrosine-protein kinase erbB-2,ERBB2,P04626,Humans,progesterone-receptor negative breast cancer,0.9967,Standard
DB09078,BE0013774,DB09078|BE0013774,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.613,0.0548279583454132,0.9752436,8.8568,13.05687,,,Lenvatinib,small molecule,Retinal guanylyl cyclase 1,GUCY2D,Q02846,Humans,clear cell renal carcinoma,0.9957,Standard
DB09078,BE0009882,DB09078|BE0009882,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.598,0.0798795223236084,0.9921898,9.0872,12.88954,,,Lenvatinib,small molecule,Sphingosine 1-phosphate receptor 4,S1PR4,O95977,Humans,clear cell renal carcinoma,0.9957,Standard
DB09078,BE0009412,DB09078|BE0009412,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.9858,0.1358716487884521,0.9797956,9.2727,12.87772,,,Lenvatinib,small molecule,Tyrosine-protein kinase receptor UFO,AXL,P30530,Humans,clear cell renal carcinoma,0.9957,Standard
DB09078,BE0004951,DB09078|BE0004951,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.4665,0.4276223182678222,0.98618627,8.9447,12.85342,0.2057057,,Lenvatinib,small molecule,DNA topoisomerase 2,TOP2A,P11388,Humans,clear cell renal carcinoma,0.9957,Standard
DB09078,BE0001278,DB09078|BE0001278,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.7221,0.0866285189986229,0.9972709,8.8911,12.82372,,,Lenvatinib,small molecule,Pleckstrin homology domain-containing family A member 4,PLEKHA4,Q9H4M7,Humans,clear cell renal carcinoma,0.9957,Standard
DB09078,BE0000742,DB09078|BE0000742,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.4665,0.4276223182678222,0.98618627,8.9447,12.85342,,,Lenvatinib,small molecule,DNA topoisomerase 2-alpha,TOP2A,P11388,Humans,clear cell renal carcinoma,0.9957,Standard
DB08901,BE0003523,DB08901|BE0003523,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.5728,0.2664143443107605,0.98347914,8.0765,12.88254,,,Ponatinib,,Histone deacetylase 4,HDAC4,P56524,Humans,"chronic myelogenous leukemia, BCR-ABL1 positive",0.9929,Standard
DB06469,BE0009457,DB06469|BE0009457,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.8826,0.8717483878135681,0.98452747,7.5457,14.1794,,,Lestaurtinib,small molecule,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,Q5S007,Humans,multiple endocrine neoplasia,0.9812,Standard
DB06469,BE0009009,DB06469|BE0009009,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.547,0.0434726774692535,0.99641067,7.396,13.68715,,,Lestaurtinib,small molecule,Calcitonin gene-related peptide type 1 receptor,CALCRL,Q16602,Humans,multiple endocrine neoplasia,0.9812,Standard
DB06469,BE0004888,DB06469|BE0004888,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.8651,0.1227320432662963,0.977224,8.1521,13.67976,,,Lestaurtinib,small molecule,Alpha adrenergic receptor,ADRA1A,P35348,Humans,multiple endocrine neoplasia,0.9812,Standard
DB06469,BE0004863,DB06469|BE0004863,5,0,5,GraphDTA;DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.8651,0.1227320432662963,0.977224,8.1521,13.67976,,,Lestaurtinib,small molecule,Alpha-1 adrenergic receptors,ADRA1A,P35348,Humans,multiple endocrine neoplasia,0.9812,Standard
